active_server_utilization,avg_cpu_utilization,avg_gpu_utilization,deadline_miss_rate,defer_count,energy_idle_active,group_energy_active_total,group_id,group_makespan,group_size,method,migration_count,num_tasks,peak_active_power,power_envelope_violation,server_activated_count,total_active_window_time,total_cpu_active_capacity_time,total_cpu_busy_capacity_time,total_gpu_active_capacity_time,total_gpu_busy_capacity_time,total_task_busy_time,workflow_ids
0.40448251785167827,0.09355805531613692,0.21463360715935548,0.03409090909090909,0.0,835859.4614334092,991090.5870912579,group_000,216.99362965560994,10.0,FCFS,0.0,88.0,6583.362557695313,0.0,10,2169.9362965560995,138875.92297959037,12992.961284204086,9547.719704846839,2049.261520397734,877.7012968087571,"job_10302,job_11225,job_11820,job_1195,job_11957,job_1196,job_12030,job_12669,job_12674,job_12675"
0.3677716794717468,0.08697976476184106,0.19250773643451388,0.0,0.0,608679.7818662422,734304.6655201357,group_000,127.55234322427539,10.0,HEFT,0.0,88.0,11741.194571279862,0.0006162962913746626,11,1403.0757754670292,79592.66217194784,6922.951032484709,6632.721847662319,1276.8502692932198,516.0115343696328,"job_10302,job_11225,job_11820,job_1195,job_11957,job_1196,job_12030,job_12669,job_12674,job_12675"
0.19902708624365142,0.04843904614093119,0.08194169351632728,0.0,0.0,822561.0600488818,977829.2459166908,group_000,149.77441005988382,10.0,MinEnergy,0.0,88.0,11598.3861530408,0.000815987896238905,13,1947.0673307784898,112630.35636503264,5455.707028835339,8387.366963353494,687.2750531200807,387.51913756504666,"job_10302,job_11225,job_11820,job_1195,job_11957,job_1196,job_12030,job_12669,job_12674,job_12675"
0.38944247246225744,0.09039472623778266,0.2146380066589717,0.045454545454545456,15.0,379083.29636381264,536400.347589609,group_000,81.48824083486943,10.0,PCEA,0.0,88.0,11579.4177279,0.01013450223615451,11,896.3706491835637,50848.662280958524,4596.450906444711,3259.529633394777,699.6189431577038,349.0848018606458,"job_10302,job_11225,job_11820,job_1195,job_11957,job_1196,job_12030,job_12669,job_12674,job_12675"
0.48997482021698113,0.0998847225869518,0.24752564969373395,0.0,0.0,373508.03564061306,528671.4325365566,group_000,81.43317708650117,10.0,PCEA-AER,15.0,88.0,10842.633651132943,0.005765016047089012,11,885.535901478839,50323.30827128839,5026.529686335298,3216.410897569351,796.1441971028596,433.8902941227765,"job_10302,job_11225,job_11820,job_1195,job_11957,job_1196,job_12030,job_12669,job_12674,job_12675"
0.7146422518179363,0.12956717492656708,0.2611366150860934,0.0,0.0,269333.4743227933,327503.56102820433,group_001,78.47711955792343,10.0,FCFS,0.0,81.0,6218.08613946875,0.0,9,706.2940760213107,45202.82086536389,5856.801798236879,2825.176304085243,737.7569770702601,504.74758893353817,"job_12680,job_12681,job_12683,job_12686,job_12688,job_12690,job_12692,job_12882,job_12887,job_12890"
0.5016761039476357,0.09415924518065787,0.10823550275394465,0.0,0.0,211505.90024389257,267474.48176235805,group_001,48.20098000088708,10.0,HEFT,0.0,81.0,11710.349485554167,0.0006284558857359417,10,482.0098000088707,26992.54880049676,2541.5980205568467,2313.6470400425796,250.41875057418451,241.8127985330293,"job_12680,job_12681,job_12683,job_12686,job_12688,job_12690,job_12692,job_12882,job_12887,job_12890"
0.37082780677846844,0.07740156406684451,0.13431850284304853,0.0,0.0,329984.8129240921,381452.4261810246,group_001,53.12054296910692,10.0,MinEnergy,0.0,81.0,12351.21983951823,0.0005492201954875887,15,796.808144536604,46746.077812814096,3618.2195367022287,3187.232578146415,428.1043081092161,295.47861666172975,"job_12680,job_12681,job_12683,job_12686,job_12688,job_12690,job_12692,job_12882,job_12887,job_12890"
0.9670014412299524,0.19402042225015426,0.2603059398531934,0.0,0.0,101598.27970284008,161204.2827763313,group_001,21.83969899029236,10.0,PCEA,0.0,81.0,11947.139614786805,0.007195586632805261,11,240.23668889321596,13627.972169942432,2644.1049148255815,873.5879596116943,227.40013487115561,232.30922439605152,"job_12680,job_12681,job_12683,job_12686,job_12688,job_12690,job_12692,job_12882,job_12887,job_12890"
1.20055987452181,0.21619758286096744,0.3118247294028267,0.0,0.0,92862.4001067231,151581.18742335553,group_001,21.83969899029236,10.0,PCEA-AER,19.0,81.0,10883.152058675694,0.0034858931742868036,10,218.3969899029236,12579.666618408399,2719.693516096696,829.9085616311096,258.78601265970985,262.19866279379494,"job_12680,job_12681,job_12683,job_12686,job_12688,job_12690,job_12692,job_12882,job_12887,job_12890"
