active_server_utilization,avg_cpu_utilization,avg_gpu_utilization,deadline_miss_rate,defer_count,energy_idle_active,group_energy_active_total,group_id,group_makespan,group_size,method,migration_count,num_tasks,peak_active_power,power_envelope_violation,server_activated_count,total_active_window_time,total_cpu_active_capacity_time,total_cpu_busy_capacity_time,total_gpu_active_capacity_time,total_gpu_busy_capacity_time,total_task_busy_time,workflow_ids
0.7832872125890467,0.112453916022334,0.5972039550867341,0.0,0.0,80809.00421590853,108087.04215454202,group_000,108.61425297837167,1.0,FCFS,0.0,5.0,1162.2994395,0.0,2,217.22850595674333,13902.624381231573,1563.4045546570685,651.68551787023,389.18916874484785,170.1523109257406,job_10302
0.990740168134576,0.18266417963058007,0.5389531628296961,0.0,0.0,17137.03895001489,43904.20171679919,group_000,16.47792206732201,1.0,HEFT,0.0,5.0,3299.644652777778,0.0,2,32.95584413464402,1581.8805184629127,288.9529071786246,131.82337653857607,71.04662572035552,32.65067855897409,job_10302
0.489592543764435,0.09021883907955554,0.2685356107555902,0.0,0.0,34565.44447014675,61339.78421126624,group_000,21.84365962620169,1.0,MinEnergy,0.0,5.0,3817.124505208333,0.0,4,66.75431751178537,3204.2072405656977,289.07985741414336,264.5705927807809,71.04662572035554,32.68241611785377,job_10302
0.990740168134576,0.18266417963058007,0.5389531628296961,0.0,0.0,17137.03895001489,43904.20171679919,group_000,16.47792206732201,1.0,PCEA,0.0,5.0,3299.644652777778,0.0,2,32.95584413464402,1581.8805184629127,288.9529071786246,131.82337653857607,71.04662572035552,32.65067855897409,job_10302
0.990740168134576,0.18266417963058007,0.5389531628296961,0.0,0.0,17137.03895001489,43904.20171679919,group_000,16.47792206732201,1.0,PCEA-AER,0.0,5.0,3299.644652777778,0.0,2,32.95584413464402,1581.8805184629127,288.9529071786246,131.82337653857607,71.04662572035552,32.65067855897409,job_10302
1.3234721113412122,0.3615219953607829,0.5391201855686869,0.0,0.0,4275.873609996273,5678.320156205426,group_001,11.877426694434092,1.0,FCFS,0.0,5.0,554.24,0.0,1,11.877426694434092,760.1553084437819,274.8128638926874,23.754853388868185,12.806720967163567,15.719442984583162,job_11225
1.1980954761311235,0.48899469577049304,0.16507956344260308,0.0,0.0,2019.3318983605866,3157.126323359558,group_001,3.883330573770359,1.0,HEFT,0.0,5.0,1330.402222222222,0.0,1,3.883330573770359,186.39986754097725,91.14854651986037,15.533322295081437,2.564234063285297,4.652600792755948,job_11225
0.35005649991201154,0.14325310632862245,0.05179056986038946,0.0,0.0,6736.666684622789,7887.676014545969,group_001,5.652952932182411,1.0,MinEnergy,0.0,5.0,1845.4848611111113,0.0,3,13.449894952247526,645.5949577078812,92.48348312174963,49.5116016332247,2.564234063285297,4.708223151168,job_11225
1.1980954761311235,0.48899469577049304,0.16507956344260308,0.0,0.0,2019.3318983605866,3157.126323359558,group_001,3.883330573770359,1.0,PCEA,0.0,5.0,1330.402222222222,0.0,1,3.883330573770359,186.39986754097725,91.14854651986037,15.533322295081437,2.564234063285297,4.652600792755948,job_11225
1.1980954761311235,0.48899469577049304,0.16507956344260308,0.0,0.0,2019.3318983605866,3157.126323359558,group_001,3.883330573770359,1.0,PCEA-AER,0.0,5.0,1330.402222222222,0.0,1,3.883330573770359,186.39986754097725,91.14854651986037,15.533322295081437,2.564234063285297,4.652600792755948,job_11225
